,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
10,2015-12-11,39786.686463512924,-14174.019118621902,158002.0594391635,39786.686463512924,39786.686463512924,30226.185863596296,30226.185863596296,30226.185863596296,-170.5143650876451,-170.5143650876451,-170.5143650876451,30396.70022868394,30396.70022868394,30396.70022868394,0.0,0.0,0.0,70012.87232710922
11,2015-12-12,39785.372279196854,-16745.04183305674,164877.71470675574,39785.372279196854,39785.372279196854,33953.53171944476,33953.53171944476,33953.53171944476,789.856236605054,789.856236605054,789.856236605054,33163.67548283971,33163.67548283971,33163.67548283971,0.0,0.0,0.0,73738.90399864162
12,2015-12-13,39784.058094880784,-18209.918177118383,163580.82869822942,39784.058094880784,39784.058094880784,34672.31152837807,34672.31152837807,34672.31152837807,-804.2575285779525,-804.2575285779525,-804.2575285779525,35476.569056956025,35476.569056956025,35476.569056956025,0.0,0.0,0.0,74456.36962325886
13,2015-12-14,39782.743910564706,-13370.535547905602,166271.41667325387,39782.743910564706,39782.743910564706,38139.0670950257,38139.0670950257,38139.0670950257,817.0277418083641,817.0277418083641,817.0277418083641,37322.039353217326,37322.039353217326,37322.039353217326,0.0,0.0,0.0,77921.8110055904
14,2015-12-15,39781.429726248636,-10225.068155417248,168696.94027377627,39781.429726248636,39781.429726248636,38731.941019788865,38731.941019788865,38731.941019788865,33.809784827715866,33.809784827715866,33.809784827715866,38698.131234961154,38698.131234961154,38698.131234961154,0.0,0.0,0.0,78513.3707460375
15,2015-12-16,39780.115541932566,-5113.116061595054,169534.8976513147,39780.115541932566,39780.115541932566,39886.947368259585,39886.947368259585,39886.947368259585,273.0579673179428,273.0579673179428,273.0579673179428,39613.88940094164,39613.88940094164,39613.88940094164,0.0,0.0,0.0,79667.06291019215
16,2015-12-17,39778.80135761649,-12261.355167745684,162010.38736943557,39778.80135761649,39778.80135761649,39149.71704525126,39149.71704525126,39149.71704525126,-938.9798368898505,-938.9798368898505,-938.9798368898505,40088.696882141114,40088.696882141114,40088.696882141114,0.0,0.0,0.0,78928.51840286775
17,2015-12-18,39777.48717330042,-5524.404400397805,166854.95083611525,39777.48717330042,39777.48717330042,39980.845575447245,39980.845575447245,39980.845575447245,-170.51436508509428,-170.51436508509428,-170.51436508509428,40151.35994053234,40151.35994053234,40151.35994053234,0.0,0.0,0.0,79758.33274874766
18,2015-12-19,39776.17298898435,-7586.46797204497,168886.95203575783,39776.17298898435,39776.17298898435,40628.823398460656,40628.823398460656,40628.823398460656,789.8562366063657,789.8562366063657,789.8562366063657,39838.96716185429,39838.96716185429,39838.96716185429,0.0,0.0,0.0,80404.996387445
19,2015-12-20,39774.85880466827,-8098.404500462442,170557.51926996937,39774.85880466827,39774.85880466827,38391.298753446354,38391.298753446354,38391.298753446354,-804.2575285786818,-804.2575285786818,-804.2575285786818,39195.556282025034,39195.556282025034,39195.556282025034,0.0,0.0,0.0,78166.15755811462
20,2015-12-21,39773.5446203522,-11740.364319492764,168796.76783270863,39773.5446203522,39773.5446203522,39087.65485613938,39087.65485613938,39087.65485613938,817.0277418089793,817.0277418089793,817.0277418089793,38270.6271143304,38270.6271143304,38270.6271143304,0.0,0.0,0.0,78861.19947649157
21,2015-12-22,39772.23043603613,-1850.6842708684264,161123.60253375143,39772.23043603613,39772.23043603613,37151.35251214644,37151.35251214644,37151.35251214644,33.80978482592442,33.80978482592442,33.80978482592442,37117.54272732051,37117.54272732051,37117.54272732051,0.0,0.0,0.0,76923.58294818256
22,2015-12-23,39770.91625172005,-15553.762486965285,165143.72524944262,39770.91625172005,39770.91625172005,36064.921627768446,36064.921627768446,36064.921627768446,273.0579673209244,273.0579673209244,273.0579673209244,35791.863660447525,35791.863660447525,35791.863660447525,0.0,0.0,0.0,75835.8378794885
23,2015-12-24,39769.60206740398,-8009.6631926444115,166733.70203842586,39769.60206740398,39769.60206740398,33410.681551358495,33410.681551358495,33410.681551358495,-938.9798368938785,-938.9798368938785,-938.9798368938785,34349.661388252374,34349.661388252374,34349.661388252374,0.0,0.0,0.0,73180.28361876248
